code,title,sense,original
49-3021,electric sander,drum_sander.n.01,electric_sander
49-3021,smoother,drum_sander.n.01,smoother
49-3021,technician,technician.n.02,technician
49-3021,worker,worker.n.03,worker
49-3021,vehicle body sander,vehicle.n.03 body.n.11 drum_sander.n.01,vehicle_body_sander
49-3021,repairman,repairman.n.01,repairman
49-3021,service man,repairman.n.01,service_man
49-3021,soldier,soldier.n.02,soldier
49-3021,maintenance man,repairman.n.01,maintenance_man
49-3021,repairer,mender.n.01,repairer
49-3022,glazier,glass_cutter.n.02,glazier
49-3022,glassworker,glass_cutter.n.02,glassworker
49-3022,glas cutter,glass_cutter.n.02,glass_cutter
49-3022,mechanic,machinist.n.01,mechanic
49-3022,shop mechanic,machinist.n.01,shop_mechanic
49-3022,machinist,machinist.n.01,machinist
49-3022,automotive glas installer and repairer,automotive.s.02 methamphetamine.n.01 install.v.03 mender.n.01,automotive_glass_installers_and_repairers
49-3022,auto glas installer,car.n.01 methamphetamine.n.01 install.v.03,auto_glass_installer
49-3022,auto glas mechanic,car.n.01 methamphetamine.n.01 machinist.n.01,auto_glass_mechanic
49-3022,automotive glas technician,automotive.s.02 methamphetamine.n.01 technician.n.02,automotive_glass_technician
49-3022,windshield repair technician,windshield.n.01 repair.n.02 technician.n.02,windshield_repair_technician
49-3022,glas - cutter,glass_cutter.n.02,glass-cutter
49-3022,windshield installer,windshield.n.01 install.v.03,windshield_installer
49-3022,technician,technician.n.02,technician
49-3023,auto clutch specialist,car.n.01 clutch_bag.n.01 specialist.n.02,auto_clutch_specialist
49-3023,claim adjustor,adjuster.n.01,claims_adjustor
49-3023,claim adjuster,adjuster.n.01,claims_adjuster
49-3023,adjuster,adjuster.n.01,adjuster
49-3023,motor tune - up specialist,motor.n.02 warm-up.n.01 specialist.n.02,motor_tune-up_specialist
49-3023,hybrid car mechanic,hybrid.s.01 car.n.04 machinist.n.01,hybrid_car_mechanic
49-3023,automotive specialty technician,automotive.s.02 specialization.n.02 technician.n.02,automotive_specialty_technician
49-3023,automotive fuel injection servicer,automotive.s.02 fuel.n.01 injection.n.03,automotive_fuel_injection_servicer
49-3023,auto clutch rebuilder,car.n.01 clutch_bag.n.01 rebuild.v.01,auto_clutch_rebuilder
49-3023,automotive brake technician,automotive.s.02 brake.n.05 technician.n.02,automotive_brake_technician
49-3023,automotive service technician and mechanic,automotive.s.02 servicing.n.01 technician.n.02 machinist.n.01,automotive_service_technicians_and_mechanics
49-3023,psychiatrist,psychiatrist.n.01,psychiatrist
49-3023,automotive brake specialist,automotive.s.02 brake.n.05 specialist.n.02,automotive_brake_specialist
49-3023,automotive alignment specialist,automotive.s.02 conjunction.n.05 specialist.n.02,automotive_alignment_specialist
49-3023,auto transmission specialist,car.n.01 transmittance.n.01 specialist.n.02,auto_transmission_specialist
49-3023,auto suspension and steering mechanic,car.n.01 suspension.n.07 steer.v.02 machinist.n.01,auto_suspension_and_steering_mechanic
49-3023,auto radiator specialist,car.n.01 radiator.n.03 specialist.n.02,auto_radiator_specialist
49-3023,accoucheur,obstetrician.n.01,accoucheur
49-3023,oncologist,oncologist.n.01,oncologist
49-3023,hygienist,hygienist.n.01,hygienist
49-3023,obstetrician,obstetrician.n.01,obstetrician
49-3023,electronic converter,electronic_converter.n.01,electronic_converter
49-3023,urologist,urologist.n.01,urologist
49-3023,rheumatologist,rheumatologist.n.01,rheumatologist
49-3023,radiotherapist,radiologist.n.01,radiotherapist
49-3023,radiologist,radiologist.n.01,radiologist
49-3023,radiographer,radiographer.n.01,radiographer
49-3023,otologist,ear_doctor.n.01,otologist
49-3023,embryologist,embryologist.n.01,embryologist
49-3023,endocrinologist,endocrinologist.n.01,endocrinologist
49-3023,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
49-3023,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
49-3023,otolaryngologist,ent_man.n.01,otolaryngologist
49-3023,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
49-3023,gerontologist,gerontologist.n.01,gerontologist
49-3023,orthopedist,orthopedist.n.01,orthopedist
49-3023,orthopaedist,orthopedist.n.01,orthopaedist
49-3023,orthoptist,orthoptist.n.01,orthoptist
49-3023,proctologist,proctologist.n.01,proctologist
49-3023,woman 's s doctor,gynecologist.n.01,woman's_doctor
49-3023,gynecologist,gynecologist.n.01,gynecologist
49-3023,hematologist,hematologist.n.01,hematologist
49-3023,haematologist,hematologist.n.01,haematologist
49-3023,adjustor,adjuster.n.01,adjustor
49-3023,neurologist,neurologist.n.01,neurologist
49-3023,brain doctor,neurologist.n.01,brain_doctor
49-3023,mechanic,machinist.n.01,mechanic
49-3023,medical specialist,specialist.n.02,medical_specialist
49-3023,anaesthetist,anesthesiologist.n.01,anaesthetist
49-3023,technician,technician.n.02,technician
49-3023,ear doctor,ear_doctor.n.01,ear_doctor
49-3023,chiropodist,chiropodist.n.01,chiropodist
49-3023,anesthetist,anesthesiologist.n.01,anesthetist
49-3023,cardiologist,cardiologist.n.01,cardiologist
49-3023,podiatrist,chiropodist.n.01,podiatrist
49-3023,specialist,specialist.n.02,specialist
49-3023,dermatologist,dermatologist.n.01,dermatologist
49-3023,pathologist,diagnostician.n.01,pathologist
49-3023,diagnostician,diagnostician.n.01,diagnostician
49-3023,ear specialist,ear_doctor.n.01,ear_specialist
49-3023,diplomate,diplomate.n.01,diplomate
49-3023,eye doctor,ophthalmologist.n.01,eye_doctor
49-3023,ophthalmologist,ophthalmologist.n.01,ophthalmologist
49-3023,anesthesiologist,anesthesiologist.n.01,anesthesiologist
49-3023,pediatrician,baby_doctor.n.01,pediatrician
49-3023,heart specialist,cardiologist.n.01,heart_specialist
49-3023,baby doctor,baby_doctor.n.01,baby_doctor
49-3023,heart surgeon,cardiologist.n.01,heart_surgeon
49-3023,shop mechanic,machinist.n.01,shop_mechanic
49-3023,machinist,machinist.n.01,machinist
49-3023,foot doctor,chiropodist.n.01,foot_doctor
49-3031,shop mechanic,machinist.n.01,shop_mechanic
49-3031,machinist,machinist.n.01,machinist
49-3031,anaesthetist,anesthesiologist.n.01,anaesthetist
49-3031,mechanic,machinist.n.01,mechanic
49-3031,specialist,specialist.n.02,specialist
49-3031,anesthesiologist,anesthesiologist.n.01,anesthesiologist
49-3031,medical specialist,specialist.n.02,medical_specialist
49-3031,technician,technician.n.02,technician
49-3031,truck engine technician,truck.n.01 locomotive.n.01 technician.n.02,truck_engine_technician
49-3031,proctologist,proctologist.n.01,proctologist
49-3031,orthoptist,orthoptist.n.01,orthoptist
49-3031,orthopaedist,orthopedist.n.01,orthopaedist
49-3031,orthopedist,orthopedist.n.01,orthopedist
49-3031,ophthalmologist,ophthalmologist.n.01,ophthalmologist
49-3031,fitter,fitter.n.01,fitter
49-3031,pediatrician,baby_doctor.n.01,pediatrician
49-3031,foot doctor,chiropodist.n.01,foot_doctor
49-3031,heart surgeon,cardiologist.n.01,heart_surgeon
49-3031,psychiatrist,psychiatrist.n.01,psychiatrist
49-3031,radiographer,radiographer.n.01,radiographer
49-3031,radiologist,radiologist.n.01,radiologist
49-3031,radiotherapist,radiologist.n.01,radiotherapist
49-3031,rheumatologist,rheumatologist.n.01,rheumatologist
49-3031,urologist,urologist.n.01,urologist
49-3031,neurologist,neurologist.n.01,neurologist
49-3031,hygienist,hygienist.n.01,hygienist
49-3031,haematologist,hematologist.n.01,haematologist
49-3031,baby doctor,baby_doctor.n.01,baby_doctor
49-3031,hematologist,hematologist.n.01,hematologist
49-3031,woman 's s doctor,gynecologist.n.01,woman's_doctor
49-3031,gerontologist,gerontologist.n.01,gerontologist
49-3031,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
49-3031,otolaryngologist,ent_man.n.01,otolaryngologist
49-3031,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
49-3031,eye doctor,ophthalmologist.n.01,eye_doctor
49-3031,chiropodist,chiropodist.n.01,chiropodist
49-3031,cardiologist,cardiologist.n.01,cardiologist
49-3031,heart specialist,cardiologist.n.01,heart_specialist
49-3031,gynecologist,gynecologist.n.01,gynecologist
49-3031,oncologist,oncologist.n.01,oncologist
49-3031,anesthetist,anesthesiologist.n.01,anesthetist
49-3031,obstetrician,obstetrician.n.01,obstetrician
49-3031,bu and truck mechanic and diesel engine specialist,busbar.n.01 truck.n.01 machinist.n.01 diesel.n.02 locomotive.n.01 specialist.n.02,bus_and_truck_mechanics_and_diesel_engine_specialists
49-3031,biodiesel engine specialist,locomotive.n.01 specialist.n.02,biodiesel_engine_specialist
49-3031,diesel engine fitter,diesel.n.02 locomotive.n.01 fitter.n.01,diesel_engine_fitter
49-3031,diesel service technician,diesel.n.02 servicing.n.01 technician.n.02,diesel_service_technician
49-3031,marine diesel technician,nautical.a.01 diesel.n.02 technician.n.02,marine_diesel_technician
49-3031,accoucheur,obstetrician.n.01,accoucheur
49-3031,tractor trailer mechanic,tractor.n.02 trailer.n.03 machinist.n.01,tractor_trailer_mechanic
49-3031,podiatrist,chiropodist.n.01,podiatrist
49-3031,dermatologist,dermatologist.n.01,dermatologist
49-3031,pathologist,diagnostician.n.01,pathologist
49-3031,school bu mechanic,school.n.07 busbar.n.01 machinist.n.01,school_bus_mechanic
49-3031,diplomate,diplomate.n.01,diplomate
49-3031,ear specialist,ear_doctor.n.01,ear_specialist
49-3031,ear doctor,ear_doctor.n.01,ear_doctor
49-3031,brain doctor,neurologist.n.01,brain_doctor
49-3031,otologist,ear_doctor.n.01,otologist
49-3031,embryologist,embryologist.n.01,embryologist
49-3031,diagnostician,diagnostician.n.01,diagnostician
49-3031,endocrinologist,endocrinologist.n.01,endocrinologist
49-3031,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
49-3041,harvester mechanic,harvester.n.02 machinist.n.01,harvester_mechanic
49-3041,dairy equipment repairer,dairy.n.01 equipment.n.01 mender.n.01,dairy_equipment_repairer
49-3041,irrigation equipment mechanic,irrigation.n.02 equipment.n.01 machinist.n.01,irrigation_equipment_mechanic
49-3041,agricultural equipment mechanic,agricultural.a.01 equipment.n.01 machinist.n.01,agricultural_equipment_mechanic
49-3041,farm equipment mechanic and service technician,farm.n.01 equipment.n.01 machinist.n.01 servicing.n.01 technician.n.02,farm_equipment_mechanics_and_service_technicians
49-3041,milking machine mechanic,milk.v.03 machine.n.05 machinist.n.01,milking_machine_mechanic
49-3041,repairer,mender.n.01,repairer
49-3041,mender,mender.n.01,mender
49-3041,machinist,machinist.n.01,machinist
49-3041,shop mechanic,machinist.n.01,shop_mechanic
49-3041,mechanic,machinist.n.01,mechanic
49-3041,repairman,repairman.n.01,repairman
49-3041,maintenance man,repairman.n.01,maintenance_man
49-3041,service man,repairman.n.01,service_man
49-3041,dairy equipment mechanic,dairy.n.01 equipment.n.01 machinist.n.01,dairy_equipment_mechanic
49-3041,combine mechanic,trust.n.04 machinist.n.01,combine_mechanic
49-3041,tractor mechanic,tractor.n.02 machinist.n.01,tractor_mechanic
49-3042,forklift technician,forklift.n.01 technician.n.02,forklift_technician
49-3042,forklift mechanic,forklift.n.01 machinist.n.01,forklift_mechanic
49-3042,logging equipment mechanic,log.v.02 equipment.n.01 machinist.n.01,logging_equipment_mechanic
49-3042,mechanic,machinist.n.01,mechanic
49-3042,dragline mechanic,machinist.n.01,dragline_mechanic
49-3042,shop mechanic,machinist.n.01,shop_mechanic
49-3042,machinist,machinist.n.01,machinist
49-3042,construction equipment mechanic,structure.n.01 equipment.n.01 machinist.n.01,construction_equipment_mechanic
49-3042,bulldozer mechanic,bulldozer.n.01 machinist.n.01,bulldozer_mechanic
49-3042,technician,technician.n.02,technician
49-3043,rail car repairer,track.n.09 car.n.02 mender.n.01,rail_car_repairers
49-3043,freight car repairer,freight.n.03 cable_car.n.01 mender.n.01,freight_car_repairer
49-3043,mine car mechanic,mine.n.02 car.n.04 machinist.n.01,mine_car_mechanic
49-3043,rail car maintenance mechanic,track.n.09 car.n.02 care.n.06 machinist.n.01,rail_car_maintenance_mechanic
49-3043,streetcar repairer,streetcar.n.01 mender.n.01,streetcar_repairer
49-3043,rail car mechanic,track.n.09 car.n.02 machinist.n.01,rail_car_mechanic
49-3043,machinist,machinist.n.01,machinist
49-3043,tank car reconditioner,tank_car.n.01 car.n.04 recondition.v.01,tank_car_reconditioner
49-3043,trolley car mechanic,streetcar.n.01 car.n.04 machinist.n.01,trolley_car_mechanic
49-3043,trolley car overhauler,streetcar.n.01 car.n.04 overhaul.n.01,trolley_car_overhauler
49-3043,repairer,mender.n.01,repairer
49-3043,mender,mender.n.01,mender
49-3043,shop mechanic,machinist.n.01,shop_mechanic
49-3043,mechanic,machinist.n.01,mechanic
49-3043,repairman,repairman.n.01,repairman
49-3043,maintenance man,repairman.n.01,maintenance_man
49-3043,service man,repairman.n.01,service_man
49-3043,subway car repairer,underpass.n.01 car.n.04 mender.n.01,subway_car_repairer
49-3051,marine propulsion technician,nautical.a.01 propulsion.n.02 technician.n.02,marine_propulsion_technician
49-3051,motorboat mechanic and service technician,motorboat.n.01 machinist.n.01 servicing.n.01 technician.n.02,motorboat_mechanics_and_service_technicians
49-3051,certified marine mechanic,license.v.01 marine.n.02 machinist.n.01,certified_marine_mechanic
49-3051,marine technician,marine.n.02 technician.n.02,marine_technician
49-3051,technician,technician.n.02,technician
49-3051,outboard motor mechanic,outboard_motorboat.n.01 motor.n.02 machinist.n.01,outboard_motor_mechanic
49-3051,outboard technician,outboard_motorboat.n.01 technician.n.02,outboard_technician
49-3051,machinist,machinist.n.01,machinist
49-3051,shop mechanic,machinist.n.01,shop_mechanic
49-3051,mechanic,machinist.n.01,mechanic
49-3051,motorboat mechanic,motorboat.n.01 machinist.n.01,motorboat_mechanic
49-3052,service man,repairman.n.01,service_man
49-3052,maintenance man,repairman.n.01,maintenance_man
49-3052,repairman,repairman.n.01,repairman
49-3052,mechanic,machinist.n.01,mechanic
49-3052,shop mechanic,machinist.n.01,shop_mechanic
49-3052,mender,mender.n.01,mender
49-3052,repairer,mender.n.01,repairer
49-3052,motorcycle service technician,motorcycle.n.01 servicing.n.01 technician.n.02,motorcycle_service_technician
49-3052,motorcycle technician,motorcycle.n.01 technician.n.02,motorcycle_technician
49-3052,motorcycle repairer,motorcycle.n.01 mender.n.01,motorcycle_repairer
49-3052,motor scooter mechanic,motor.n.02 water_scooter.n.01 machinist.n.01,motor_scooter_mechanic
49-3052,technician,technician.n.02,technician
49-3052,atv technician,technician.n.02,atv_technician
49-3052,all terrain vehicle technician,terrain.n.01 vehicle.n.03 technician.n.02,all_terrain_vehicle_technician
49-3052,motorcycle mechanic,motorcycle.n.01 machinist.n.01,motorcycle_mechanics
49-3052,scooter mechanic,water_scooter.n.01 machinist.n.01,scooter_mechanic
49-3052,machinist,machinist.n.01,machinist
49-3053,repairman,repairman.n.01,repairman
49-3053,mechanic,machinist.n.01,mechanic
49-3053,mender,mender.n.01,mender
49-3053,outdoor power equipment and other small engine mechanic,outdoor.a.02 world_power.n.01 equipment.n.01 small.s.08 locomotive.n.01 machinist.n.01,outdoor_power_equipment_and_other_small_engine_mechanics
49-3053,chain saw mechanic,range.n.04 saw.v.01 mechanic.s.01,chain_saw_mechanic
49-3053,electric golf cart repairer,electric.s.03 golf.n.01 handcart.n.01 mender.n.01,electric_golf_cart_repairers
49-3053,electric wheelchair repairer,electric.s.03 wheelchair.n.01 mender.n.01,electric_wheelchair_repairer
49-3053,go - cart mechanic,walker.n.06 machinist.n.01,go-cart_mechanic
49-3053,golf cart mechanic,golf.n.01 handcart.n.01 machinist.n.01,golf_cart_mechanic
49-3053,lawn mower repairer,lawn.n.01 lawn_mower.n.01 mender.n.01,lawn_mower_repairer
49-3053,mobility scooter repairer,mobility.n.01 water_scooter.n.01 mender.n.01,mobility_scooter_repairer
49-3053,repairer,mender.n.01,repairer
49-3053,power saw mechanic,world_power.n.01 saw.v.01 mechanic.s.01,power_saw_mechanic
49-3053,motor scooter mechanic,motor.n.02 water_scooter.n.01 machinist.n.01,motor_scooter_mechanic
49-3053,maintenance man,repairman.n.01,maintenance_man
49-3053,shop mechanic,machinist.n.01,shop_mechanic
49-3053,machinist,machinist.n.01,machinist
49-3053,service man,repairman.n.01,service_man
49-3053,snowblower mechanic,machinist.n.01,snowblower_mechanic
49-3053,power wheelchair mechanic,world_power.n.01 wheelchair.n.01 machinist.n.01,power_wheelchair_mechanic
49-3053,repairer,mender.n.01,repairers
49-3091,machinist,machinist.n.01,machinist
49-3091,shop mechanic,machinist.n.01,shop_mechanic
49-3091,mechanic,machinist.n.01,mechanic
49-3091,bicycle repairer,bicycle.n.01 mender.n.01,bicycle_repairers
49-3091,bicycle mechanic,bicycle.n.01 machinist.n.01,bicycle_mechanic
49-3091,bicycle service technician,bicycle.n.01 servicing.n.01 technician.n.02,bicycle_service_technician
49-3091,bike mechanic,motorcycle.n.01 machinist.n.01,bike_mechanic
49-3091,technician,technician.n.02,technician
49-3092,machinist,machinist.n.01,machinist
49-3092,technician,technician.n.02,technician
49-3092,mechanic,machinist.n.01,mechanic
49-3092,recreational vehicle repairer,recreational.a.01 vehicle.n.03 mender.n.01,recreational_vehicle_(rv)_repairer
49-3092,recreational vehicle mechanic,recreational.a.01 vehicle.n.03 machinist.n.01,recreational_vehicle_mechanic
49-3092,shop mechanic,machinist.n.01,shop_mechanic
49-3092,rv servicer,recreational_vehicle.n.01,rv_servicer
49-3092,mobile service recreational vehicle technician,mobile.s.04 servicing.n.01 recreational.a.01 vehicle.n.03 technician.n.02,mobile_service_recreational_vehicle_technician
49-3092,rvda master certified rv technician,victor.n.01 license.v.01 recreational_vehicle.n.01 technician.n.02,rvda_master_certified_rv_technician
49-3092,master certified rv technician,victor.n.01 license.v.01 recreational_vehicle.n.01 technician.n.02,master_certified_rv_technician
49-3092,recreational vehicle service technician,recreational.a.01 vehicle.n.03 servicing.n.01 technician.n.02,recreational_vehicle_service_technicians
49-3092,rv mechanic,recreational_vehicle.n.01 machinist.n.01,rv_mechanic
49-3093,machinist,machinist.n.01,machinist
49-3093,tire repairer and changer,tire.n.01 mender.n.01 record_changer.n.01,tire_repairers_and_changers
49-3093,auto tire worker,car.n.01 tire.n.01 worker.n.03,auto_tire_worker
49-3093,tire balancer,tire.n.01 halter.n.04,tire_balancer
49-3093,tire fixer,tire.n.01 methadone.n.01,tire_fixer
49-3093,tire mechanic,tire.n.01 machinist.n.01,tire_mechanic
49-3093,tire servicer,tire.n.01,tire_servicer
49-3093,climber,mounter.n.02,climber
49-3093,repairer,mender.n.01,repairer
49-3093,mender,mender.n.01,mender
49-3093,balancer,halter.n.04,balancer
49-3093,technician,technician.n.02,technician
49-3093,worker,worker.n.03,worker
49-3093,shop mechanic,machinist.n.01,shop_mechanic
49-3093,mechanic,machinist.n.01,mechanic
49-3093,car tire,car_tire.n.01,car_tire
49-3093,repairman,repairman.n.01,repairman
49-3093,maintenance man,repairman.n.01,maintenance_man
49-3093,service man,repairman.n.01,service_man
49-3093,soldier,soldier.n.02,soldier
49-3093,haltere,halter.n.04,haltere
49-9011,garage door technician,garage.n.02 doorway.n.01 technician.n.02,garage_door_technician
49-9011,automatic door mechanic,automatic.s.03 doorway.n.01 machinist.n.01,automatic_door_mechanic
49-9011,door closer mechanic,doorway.n.01 nearer.r.01 machinist.n.01,door_closer_mechanic
49-9011,overhead door technician,overhead.a.01 doorway.n.01 technician.n.02,overhead_door_technician
49-9011,mechanical door repairer,mechanical.a.03 doorway.n.01 mender.n.01,mechanical_door_repairers
49-9011,machinist,machinist.n.01,machinist
49-9011,mechanic,machinist.n.01,mechanic
49-9011,technician,technician.n.02,technician
49-9011,shop mechanic,machinist.n.01,shop_mechanic
49-9012,air valve mechanic,tune.n.01 valve.n.02 machinist.n.01,air_valve_mechanic
49-9012,electric meter installer,electric.s.03 meter.n.04 install.v.03,electric_meter_installer
49-9012,ga meter installer,natural_gas.n.01 meter.n.04 install.v.03,gas_meter_installer
49-9012,ga meter mechanic,natural_gas.n.01 meter.n.04 machinist.n.01,gas_meter_mechanic
49-9012,thermostat repairer,thermostat.n.01 mender.n.01,thermostat_repairer
49-9012,valve mechanic,valve.n.05 machinist.n.01,valve_mechanic
49-9012,service man,repairman.n.01,service_man
49-9012,maintenance man,repairman.n.01,maintenance_man
49-9012,repairman,repairman.n.01,repairman
49-9012,mechanic,machinist.n.01,mechanic
49-9012,shop mechanic,machinist.n.01,shop_mechanic
49-9012,machinist,machinist.n.01,machinist
49-9012,mender,mender.n.01,mender
49-9012,repairer,mender.n.01,repairer
49-9021,"heating , air conditioning , and refrigeration mechanic and installer",heating_system.n.01 tune.n.01 conditioning.n.01 refrigeration.n.02 machinist.n.01 install.v.03,"heating,_air_conditioning,_and_refrigeration_mechanics_and_installers"
49-9021,air conditioning service technician,tune.n.01 stipulate.v.01 servicing.n.01 technician.n.02,air_conditioning_service_technician
49-9021,electronic converter,electronic_converter.n.01,electronic_converter
49-9021,service man,repairman.n.01,service_man
49-9021,maintenance man,repairman.n.01,maintenance_man
49-9021,repairman,repairman.n.01,repairman
49-9021,technician,technician.n.02,technician
49-9021,fitter,fitter.n.01,fitter
49-9021,mender,mender.n.01,mender
49-9021,repairer,mender.n.01,repairer
49-9021,oil furnace installer,vegetable_oil.n.01 furnace.n.01 install.v.03,oil_furnace_installer
49-9021,oil burner repairer,vegetable_oil.n.01 burner.n.01 mender.n.01,oil_burner_repairer
49-9021,"heating , ventilation , and air conditioning mechanic",heating_system.n.01 ventilation.n.02 tune.n.01 conditioning.n.01 machinist.n.01,"heating,_ventilation,_and_air_conditioning_(hvac)_mechanic"
49-9021,ga furnace installer,natural_gas.n.01 furnace.n.01 install.v.03,gas_furnace_installer
49-9021,bulk cooler installer,majority.n.01 cooler.n.03 install.v.03,bulk_cooler_installer
49-9031,washing machine repairer,wash.v.13 machine.n.05 mender.n.01,washing_machine_repairer
49-9031,maintenance man,repairman.n.01,maintenance_man
49-9031,repairman,repairman.n.01,repairman
49-9031,technician,technician.n.02,technician
49-9031,mender,mender.n.01,mender
49-9031,ga appliance repairer,natural_gas.n.01 appliance.n.02 mender.n.01,gas_appliance_repairer
49-9031,electric stove installer,electric.s.03 stove.n.02 install.v.03,electric_stove_installer
49-9031,home appliance repairer,home_plate.n.01 appliance.n.02 mender.n.01,home_appliance_repairers
49-9031,repairer,mender.n.01,repairer
49-9031,window air conditioner installer,window.n.07 air.n.01 conditioner.n.03 install.v.03,window_air_conditioner_installer
49-9031,certified appliance service technician,certified.s.03 appliance.n.02 servicing.n.01 technician.n.02,certified_appliance_service_technician
49-9031,vacuum cleaner repairer,vacuum.n.04 uninfected.s.01 mender.n.01,vacuum_cleaner_repairer
49-9031,vacuum cleaner repair person,vacuum.n.04 uninfected.s.01 repair.n.02 person.n.03,vacuum_cleaner_repair_person
49-9031,stove installer,stave.v.02 install.v.03,stove_installer
49-9031,service man,repairman.n.01,service_man
49-9031,home appliance installer,home_plate.n.01 appliance.n.02 install.v.03,home_appliance_installer
49-9031,washing machine installer,wash.v.13 machine.n.05 install.v.03,washing_machine_installer
49-9041,hydroelectric machinery mechanic,hydroelectric.a.01 machinery.n.02 machinist.n.01,hydroelectric_machinery_mechanic
49-9041,claim adjuster,adjuster.n.01,claims_adjuster
49-9041,adjuster,adjuster.n.01,adjuster
49-9041,boilerhouse mechanic,machinist.n.01,boilerhouse_mechanic
49-9041,shop mechanic,machinist.n.01,shop_mechanic
49-9041,mechanic,machinist.n.01,mechanic
49-9041,loom fixer,loom.n.01 methadone.n.01,loom_fixer
49-9041,repairer,mender.n.01,repairer
49-9041,loom technician,loom.n.01 technician.n.02,loom_technician
49-9041,industrial conveyor belt repairer,industrial.s.04 conveyer_belt.n.01 belt_out.v.01 mender.n.01,industrial_conveyor_belt_repairer
49-9041,foundry equipment mechanic,foundry.n.01 equipment.n.01 machinist.n.01,foundry_equipment_mechanic
49-9041,claim adjustor,adjuster.n.01,claims_adjustor
49-9041,mender,mender.n.01,mender
49-9041,adjustor,adjuster.n.01,adjustor
49-9041,maintenance man,repairman.n.01,maintenance_man
49-9041,repairman,repairman.n.01,repairman
49-9041,service man,repairman.n.01,service_man
49-9041,technician,technician.n.02,technician
49-9041,bag machine adjuster,udder.n.01 machine.n.05 adjuster.n.01,bag_machine_adjuster
49-9041,machinist,machinist.n.01,machinist
49-9043,"maintenance worker , machinery",sustenance.n.03 worker.n.03 machinery.n.02,"maintenance_workers,_machinery"
49-9044,machinery dismantler,machinery.n.02,machinery_dismantler
49-9044,machine erector,machine.n.05,machine_erector
49-9044,construction millwright,structure.n.01 millwright.n.01,construction_millwright
49-9044,millwright,millwright.n.01,millwright
49-9044,millwright,millwright.n.01,millwrights
49-9044,maintenance millwright,sustenance.n.03 millwright.n.01,maintenance_millwright
49-9045,ship builder,shipbuilder.n.02,ship_builder
49-9045,engineer,engineer.n.02,engineer
49-9045,shipbuilder,shipbuilder.n.02,shipbuilder
49-9045,road builder,road_builder.n.01,road_builder
49-9045,jerry - builder,jerry-builder.n.01,jerry-builder
49-9045,homebuilder,homebuilder.n.01,homebuilder
49-9045,housebuilder,homebuilder.n.01,housebuilder
49-9045,home - builder,homebuilder.n.01,home-builder
49-9045,boatbuilder,boatbuilder.n.01,boatbuilder
49-9045,telephone operator,telephone_operator.n.01,telephone_operator
49-9045,switchboard operator,telephone_operator.n.01,switchboard_operator
49-9045,house - builder,homebuilder.n.01,house-builder
49-9045,contractor,contractor.n.01,contractor
49-9045,elevator operator,elevator_operator.n.01,elevator_operator
49-9045,telegraphist,telegrapher.n.01,telegraphist
49-9045,railroad engineer,engineer.n.02,railroad_engineer
49-9045,engine driver,engineer.n.02,engine_driver
49-9045,kiln door builder,kiln.n.01 doorway.n.01 builder.n.03,kiln_door_builder
49-9045,ladle repairer,ladle.v.02 mender.n.01,ladle_repairer
49-9045,motorman,motorman.n.01,motorman
49-9045,radio operator,radio_operator.n.01,radio_operator
49-9045,switchman,switchman.n.01,switchman
49-9045,telegraph operator,telegrapher.n.01,telegraph_operator
49-9045,refractory repairer,furnace_lining.n.01 mender.n.01,refractory_repairer
49-9045,locomotive engineer,engineer.n.02,locomotive_engineer
49-9045,repairer,mender.n.01,repairer
49-9045,operator,operator.n.02,operator
49-9045,builder,builder.n.03,builder
49-9045,constructor,builder.n.03,constructor
49-9045,repairman,repairman.n.01,repairman
49-9045,maintenance man,repairman.n.01,maintenance_man
49-9045,service man,repairman.n.01,service_man
49-9045,company operator,company_operator.n.01,company_operator
49-9045,driver,driver.n.01,driver
49-9045,telegrapher,telegrapher.n.01,telegrapher
49-9045,mender,mender.n.01,mender
49-9045,telephonist,telephone_operator.n.01,telephonist
49-9051,scrutinizer,scrutinizer.n.01,scrutinizer
49-9051,electric utility lineworker,electric.s.03 utility.n.03,electric_utility_lineworker
49-9051,electrical lineworker,electrical.a.01,electrical_lineworker
49-9051,power lineworker,world_power.n.01,power_lineworker
49-9051,underground conduit installer,clandestine.s.01 conduit.n.01 install.v.03,underground_conduit_installer
49-9051,inspector,examiner.n.02,inspector
49-9051,tester,tester.n.02,tester
49-9051,electric powerline examiner,electric.s.03 examiner.n.02,electric_powerline_examiner
49-9051,bank examiner,bank_examiner.n.01,bank_examiner
49-9051,scrutineer,scrutineer.n.01,scrutineer
49-9051,canvasser,scrutineer.n.01,canvasser
49-9051,electrical power - line installer and repairer,electrical.a.01 install.v.03 mender.n.01,electrical_power-line_installers_and_repairers
49-9052,telecommunication line installer and repairer,telecommunication.n.02 wrinkle.n.01 install.v.03 mender.n.01,telecommunications_line_installers_and_repairers
49-9052,cable television installer,cable_television.n.01 television.n.02 install.v.03,cable_television_installer
49-9052,telecommunication line repairer,telecommunication.n.02 wrinkle.n.01 mender.n.01,telecommunication_lines_repairer
